,Area,Room,Parking,Warehouse,Elevator,Address,Price
2666,48,1,0,1,0,Shahedshahr,210000000
2667,75,2,1,1,0,Southern Janatabad,2100000000
2668,163,2,1,1,1,Farmanieh,9780000000
2670,119,2,1,1,1,Shahran,4000000000
2671,65,2,1,1,1,Abazar,2500000000
2672,57,1,0,0,1,Pakdasht,450000000
2673,74,2,0,1,1,Telecommunication,780000000
2674,119,3,1,1,1,Shahran,5500000000
2676,68,1,0,0,0,Islamshahr,815000000
2677,180,4,1,1,1,Northern Chitgar,2720000000
2678,70,1,1,1,1,Hakimiyeh,2310000000
2680,60,1,1,1,1,Qasr-od-Dasht,1985000000
2681,88,2,0,1,0,Air force,2500000000
2682,82,2,1,1,1,Shahran,2800000000
2683,63,1,1,1,1,Ray,1134000000
2684,120,3,1,1,1,Northern Chitgar,1750000000
2685,56,1,0,0,0,Republic,1900000000
2686,75,2,1,0,1,Saadat Abad,3850000000
2687,60,1,0,1,0,Golestan,420000000
2688,50,2,1,1,1,Persian Gulf Martyrs Lake,330000000
2690,111,2,1,1,1,East Ferdows Boulevard,3990000000
2691,105,3,1,1,1,North Program Organization,5985000000
2692,92,1,1,1,1,Niavaran,6300000000
2694,100,2,1,1,1,Mirza Shirazi,4100000000
2695,150,3,1,1,1,Northern Chitgar,2240000000
2696,94,2,0,1,0,Northren Jamalzadeh,2400000000
2697,140,3,1,1,1,Northren Jamalzadeh,6700000000
2698,65,4,1,1,0,Yousef Abad,8500000000
2699,84,2,1,1,1,Northren Jamalzadeh,2600000000
2700,114,2,1,1,1,Mehran,6840000000
2701,114,2,1,1,1,Northren Jamalzadeh,5500000000
2702,40,1,1,0,1,Northren Jamalzadeh,1500000000
2703,82,2,0,0,1,Parand,353000000
2704,87,2,1,1,1,Koohsar,2350000000
2705,86,2,0,0,1,Parand,470000000
2707,61,1,0,1,0,Shahr-e-Ziba,1490000000
2708,96,2,1,1,1,Shahr-e-Ziba,5280000000
2709,90,2,1,1,1,Shahran,3400000000
2710,135,3,1,1,1,Northren Jamalzadeh,6000000000
2711,58,1,0,0,1,Parand,295000000
2712,114,2,1,1,1,Gholhak,7550000000
2713,75,2,0,0,0,Parand,380000000
2714,90,2,1,1,1,Northren Jamalzadeh,3450000000
2715,90,2,1,1,1,Shahr-e-Ziba,2900000000
2717,100,2,1,1,1,Narmak,3800000000
2718,82,2,1,1,1,Si Metri Ji,1600000000
2719,58,2,1,1,0,Andisheh,754000000
2720,70,2,1,1,1,Karimkhan,3200000000
2721,110,0,1,1,1,Parand,102000000
2723,83,2,0,0,1,Parand,500000000
2724,75,2,1,1,1,Parand,250000000
2727,54,1,0,0,0,Parand,260000000
2729,75,2,1,1,1,Parand,390000000
2730,78,2,1,0,1,Parand,400000000
2731,78,2,0,0,1,Parand,395000000
2732,95,2,1,1,1,Marzdaran,4085000000
2733,100,2,1,1,1,Ostad Moein,3150000000
2734,75,2,0,1,1,Parand,397000000
2735,114,2,1,1,1,Seyed Khandan,6840000000
2736,50,1,0,0,0,Malard,250000000
2737,75,2,1,0,1,Feiz Garden,2700000000
2738,105,2,1,1,1,Afsarieh,2400000000
2739,141,3,1,1,1,Shahrake Quds,2115000000
2740,74,2,0,1,0,Pirouzi,1600000000
2741,38,1,1,1,0,Fallah,650000000
2742,80,1,1,1,1,Gheitarieh,850000000
2743,102,2,1,1,1,Safadasht,938400000
2744,110,2,1,1,1,Niavaran,10640000000
2745,98,2,0,0,0,Shahrake Qods,830000000
2747,45,1,0,1,1,Si Metri Ji,890000000
2748,105,2,1,1,1,Jeyhoon,2500000000
2749,135,2,1,1,0,Rudhen,3500000000
2750,65,1,0,0,1,Saadat Abad,3490000000
2751,88,2,0,1,1,Shahrake Quds,750000000
2752,110,2,1,1,1,West Ferdows Boulevard,5050000000
2753,63,2,1,1,1,Northren Jamalzadeh,2600000000
2755,45,1,0,1,0,Karoon,890000000
2756,40,1,0,1,0,Azarbaijan,1000000000
2757,100,2,0,0,0,Northren Jamalzadeh,3600000000
2758,89,2,1,1,0,Amirabad,3500000000
2759,65,2,1,1,0,Afsarieh,1330000000
2760,125,2,1,1,1,Central Janatabad,6250000000
2762,136,3,1,1,1,Pasdaran,7300000000
2763,150,3,1,1,1,Heravi,7600000000
2764,55,1,0,1,0,West Ferdows Boulevard,1580000000
2765,130,3,1,1,1,Seyed Khandan,8450000000
2766,73,2,0,1,0,West Ferdows Boulevard,1840000000
2767,85,2,1,1,1,Northren Jamalzadeh,3600000000
2769,100,2,1,1,1,Tajrish,5700000000
2770,83,2,1,1,1,Ozgol,55000000
2771,110,3,1,1,1,Persian Gulf Martyrs Lake,3150000000
2772,71,2,1,1,1,North Program Organization,2160000000
2773,37,1,0,1,0,Hashemi,570000000
2774,68,1,1,1,1,Persian Gulf Martyrs Lake,2100000000
2775,78,1,1,1,1,Persian Gulf Martyrs Lake,2450000000
2777,60,1,1,1,0,Punak,2000000000
2778,113,2,1,1,1,Karimkhan,3170000000
2780,50,2,0,1,0,Jeyhoon,730000000
2781,60,1,0,1,0,Beryanak,830000000
2782,37,1,0,0,0,Ostad Moein,620000000
2783,33,1,0,1,0,Beryanak,560000000
2784,73,2,0,1,1,Jeyhoon,1580000000
2785,59,1,0,1,0,Beryanak,880000000
2786,95,2,1,1,1,Qarchak,1450000000
2787,75,2,0,0,0,Parand,300000000
2788,65,2,0,1,1,Ostad Moein,1550000000
2789,52,1,0,1,0,Pirouzi,1250000000
2790,105,2,1,1,0,Andisheh,1100000000
2791,50,1,0,1,0,Ostad Moein,850000000
2792,74,2,1,1,1,Pirouzi,2200000000
2793,132,3,1,0,1,Southern Suhrawardi,6700000000
2794,104,2,1,1,1,Mehran,4200000000
2795,50,1,0,0,0,Jeyhoon,715000000
2796,55,1,1,1,1,Komeil,1100000000
2797,46,1,0,0,0,Komeil,700000000
2798,55,2,0,1,1,Beryanak,1020000000
2799,108,2,1,1,0,Parand,1150000000
2801,130,2,1,1,1,Khademabad Garden,1755000000
2803,40,1,0,1,0,Tenant,1050000000
2804,63,1,0,0,1,Tenant,1350000000
2805,140,3,1,1,1,Mirdamad,8000000000
2806,42,1,1,1,1,Jeyhoon,900000000
2807,90,2,1,1,1,Tenant,3150000000
2808,39,1,1,1,0,Andisheh,550000000
2809,55,2,1,1,1,Andisheh,450000000
2811,98,2,1,1,1,Si Metri Ji,1950000000
2812,71,2,1,1,0,Salsabil,1185000000
2813,50,1,0,0,1,Tenant,1250000000
2814,53,1,0,1,0,Tenant,1113000000
2815,60,1,1,1,1,Punak,2750000000
2816,160,3,1,1,1,Pakdasht,980000000
2817,63,2,1,0,1,Tenant,1890000000
2818,96,2,1,1,1,Tenant,2400000000
2819,90,2,1,1,1,Tenant,2300000000
2820,120,3,1,1,1,Tenant,3240000000
2821,100,2,1,1,1,Tenant,2600000000
2822,80,2,1,1,1,Ostad Moein,2440000000
2823,43,1,1,1,1,Tenant,1200000000
2824,79,2,1,1,1,Tenant,2930000000
2825,50,1,0,0,1,Tenant,1200000000
2826,60,1,0,1,0,Tenant,1120000000
2827,55,1,0,0,0,Tenant,1420000000
2828,150,3,1,1,1,Dezashib,12000000000
2829,55,1,1,1,1,Andisheh,450000000
2830,55,1,0,1,0,Tenant,1155000000
2832,60,1,1,1,0,Tenant,1400000000
2833,96,2,1,1,1,Gisha,5500000000
2834,112,2,1,1,1,Persian Gulf Martyrs Lake,3300000000
2835,65,2,1,1,0,Andisheh,600000000
2836,100,2,1,1,1,Persian Gulf Martyrs Lake,1060000000
2837,105,2,1,1,1,Yousef Abad,5600000000
2838,125,3,1,0,0,Mirdamad,6500000000
2839,48,1,1,1,0,Jeyhoon,995000000
2840,67,2,1,1,1,Hakimiyeh,2170000000
2841,83,2,1,1,1,Farmanieh,6200000000
2842,150,3,1,1,1,Pardis,3900000000
2844,111,3,1,1,1,Persian Gulf Martyrs Lake,3150000000
2845,53,2,0,0,0,Tenant,1100000000
2846,75,2,0,0,1,Parand,350000000
2847,92,2,1,1,1,Sabalan,2300000000
2848,53,1,1,1,1,Jeyhoon,1500000000
2849,47,1,0,1,0,Karoon,800000000
2851,44,1,1,1,0,Jeyhoon,1040000000
2852,80,2,1,1,1,Gheitarieh,6000000000
2853,81,2,1,1,0,Valiasr,1800000000
2854,117,3,1,1,1,Ostad Moein,3680000000
2855,37,1,0,1,0,Azarbaijan,950000000
2856,82,2,1,1,1,Parand,360000000
2858,150,3,0,1,0,Zafar,6000000000
2859,51,1,1,1,0,Hor Square,858500000
2860,95,2,1,1,1,Shahran,3250000000
2862,80,2,0,0,1,Parand,390000000
2863,133,3,1,1,1,Ekhtiarieh,8400000000
2864,48,1,0,0,1,Fallah,710000000
2865,185,3,1,1,1,East Ferdows Boulevard,9500000000
2866,62,1,1,1,1,Fallah,806000000
2867,75,2,1,0,1,Fallah,1200000000
2868,48,1,0,0,1,Fallah,740000000
2870,55,3,1,1,1,Hashemi,1650000000
2871,48,1,1,1,1,Ostad Moein,1350000000
2872,49,1,1,1,1,Si Metri Ji,900000000
2873,60,2,0,1,1,East Pars,1380000000
2874,130,3,1,1,1,Persian Gulf Martyrs Lake,4150000000
2875,70,2,1,0,1,Ray,1820000000
2876,113,2,1,1,1,Persian Gulf Martyrs Lake,3170000000
2877,80,2,1,1,1,Abazar,3000000000
2878,93,2,1,1,0,Shahrake Quds,650000000
2879,60,1,1,1,1,Railway,870000000
2880,56,2,1,1,1,East Pars,1550000000
2881,65,2,1,1,1,Central Janatabad,2620000000
2882,68,2,0,1,1,Ostad Moein,1320000000
2883,104,2,1,1,1,Si Metri Ji,1830000000
2884,84,2,1,1,1,Central Janatabad,3850000000
2885,72,2,1,1,0,West Ferdows Boulevard,2000000000
2886,80,2,1,1,1,Shahrake Qods,880000000
2888,44,1,1,1,0,Jeyhoon,1050000000
2889,105,2,1,1,1,Persian Gulf Martyrs Lake,2700000000
2890,124,3,1,1,1,Shahr-e-Ziba,3980000000
2892,83,2,1,1,1,West Ferdows Boulevard,2640000000
2894,115,2,1,1,1,West Ferdows Boulevard,4900000000
2895,80,2,1,1,1,Ostad Moein,2250000000
2896,66,1,0,1,0,Andisheh,750000000
2897,68,2,1,1,1,West Ferdows Boulevard,2930000000
2898,60,2,1,1,1,West Ferdows Boulevard,2550000000
2899,62,2,1,1,0,Punak,2250000000
2901,87,2,1,0,1,Parastar,2500000000
2902,59,1,1,1,0,West Ferdows Boulevard,1950000000
2903,55,1,1,1,1,East Pars,1450000000
2904,101,2,1,1,1,Persian Gulf Martyrs Lake,5252000000
2905,62,2,1,1,0,Shahran,2100000000
2906,113,2,1,1,1,Pasdaran,8475000000
2907,78,2,1,1,1,Keshavarz Boulevard,3500000000
2908,66,1,1,1,0,Shahrake Quds,520000000
2909,38,1,0,1,0,Andisheh,320000000
2910,90,2,1,1,0,Yousef Abad,6300000000
2911,45,1,0,0,0,Karoon,680000000
2912,72,2,1,1,1,Saadat Abad,4000000000
2913,105,2,1,1,1,North Program Organization,4900000000
2914,155,3,1,1,1,North Program Organization,5100000000
2915,112,3,1,1,1,Abazar,4300000000
2916,65,1,1,1,1,Hassan Abad,510000000
2917,40,1,1,1,1,East Pars,1145000000
2918,140,3,1,1,1,Persian Gulf Martyrs Lake,3800000000
2919,155,3,1,1,1,North Program Organization,5300000000
2920,50,1,1,1,1,West Ferdows Boulevard,2200000000
2921,45,1,0,1,0,Islamshahr,218000000
2922,68,1,1,1,1,Shahrake Gharb,5000000000
2923,85,2,0,1,0,Islamshahr,430000000
2924,170,3,1,1,1,North Program Organization,8000000000
2925,50,1,0,1,0,Islamshahr,240000000
2926,55,1,0,1,0,Islamshahr,330000000
2927,75,2,1,1,1,Saadat Abad,315000000
2928,96,3,1,0,1,Shahryar,1145000000
2929,58,1,0,0,0,Parand,235000000
2930,43,1,0,1,0,Nawab,700000000
2932,103,2,1,1,1,Feiz Garden,4000000000
2933,70,1,1,1,1,Pasdaran,5100000000
2934,150,3,1,1,1,Pasdaran,9750000000
2935,65,1,0,1,0,Pakdasht,320000000
2936,140,2,0,1,1,Marzdaran,5400000000
2937,79,2,0,1,1,Si Metri Ji,1400000000
2938,97,2,0,0,1,Jeyhoon,2300000000
2939,90,2,1,1,1,Marzdaran,6230000000
2940,175,3,1,1,1,Waterfall,8600000000
2941,90,2,1,1,1,Marzdaran,6500000000
2942,58,1,1,1,0,Chidz,3000000000
2943,100,2,1,1,1,Mahallati,5300000000
2944,135,2,0,0,0,Seyed Khandan,3800000000
2946,50,1,0,1,0,Northern Janatabad,1745000000
2947,85,2,1,1,1,Salsabil,2000000000
2948,110,3,1,1,1,Abazar,4250000000
2949,67,2,1,1,1,Central Janatabad,3150000000
2950,190,3,1,1,1,East Ferdows Boulevard,9500000000
2951,95,2,1,1,1,Yousef Abad,6300000000
2952,55,1,1,1,0,Salsabil,1050000000
2953,75,2,0,0,1,Parand,550000000
2954,87,2,1,1,1,Jeyhoon,1860000000
2955,42,1,1,1,1,Jeyhoon,930000000
2956,80,1,1,1,1,Jordan,4500000000
2957,102,2,1,1,1,Saadat Abad,5000000000
2958,140,3,1,1,1,East Ferdows Boulevard,7300000000
2959,120,2,1,1,1,Saadat Abad,6000000000
2961,62,2,1,1,0,Punak,2100000000
2962,41,1,0,0,1,Si Metri Ji,790000000
2963,75,2,0,1,1,Jeyhoon,1700000000
2964,57,1,1,1,1,Si Metri Ji,990000000
2965,50,1,1,1,1,Hashemi,1500000000
2966,54,1,1,1,1,Punak,2820000000
2967,133,3,1,1,1,Persian Gulf Martyrs Lake,7500000000
2968,97,2,1,1,1,Shahrake Gharb,5600000000
2970,59,1,1,1,1,Qasr-od-Dasht,1150000000
2971,60,2,1,1,0,Karoon,1450000000
2972,135,2,1,1,1,Mirdamad,9970000000
2973,60,1,0,1,0,Azarbaijan,740000000
2974,52,1,1,1,1,Niavaran,4600000000
2975,65,1,1,1,1,Hashemi,1530000000
2976,95,2,1,1,1,Shahran,3150000000
2977,60,1,1,1,0,Northern Janatabad,2280000000
2978,92,2,1,1,1,Parand,590000000
2979,83,2,1,1,1,Mirdamad,4900000000
2980,72,2,1,1,0,Southern Janatabad,2090000000
2981,122,3,1,1,1,Yousef Abad,6000000000
2982,118,2,1,1,1,Shahrake Gharb,10300000000
2983,120,2,1,1,1,Tehransar,3480000000
2984,115,3,1,1,0,Gheitarieh,6400000000
2985,102,2,1,1,1,Shahryar,1225000000
2986,65,2,1,1,1,Shahran,2400000000
2987,70,2,1,1,0,Punak,2170000000
2988,66,2,1,1,1,Central Janatabad,2620000000
2989,60,1,1,1,0,Punak,2700000000
2990,46,1,1,1,0,Shahran,1650000000
2992,60,1,0,1,0,Keshavarz Boulevard,1900000000
2993,145,3,1,1,1,Shahrake Qods,1740000000
2994,63,1,1,1,1,Sadeghieh,1620000000
2995,58,1,1,1,1,Jeyhoon,1300000000
2996,83,2,1,1,1,Shahran,3200000000
2997,136,3,1,1,1,Sadeghieh,5150000000
2998,68,2,0,1,0,Pakdasht,510000000
2999,55,1,0,1,1,Tenant,1400000000
3001,89,2,1,1,1,Shahr-e-Ziba,3150000000
3002,101,2,1,1,1,Mirdamad,7300000000
3003,85,2,1,1,1,Shahr-e-Ziba,2975000000
3004,87,3,0,0,1,Parand,488000000
3005,73,1,1,1,1,West Pars,2200000000
3007,98,2,1,1,1,Pardis,550000000
3009,135,3,1,1,1,Gheitarieh,5700000000
3010,105,2,1,1,1,Mirdamad,7770000000
3011,90,2,1,1,0,Shahrake Azadi,1000000000
3012,71,2,1,1,0,West Ferdows Boulevard,2800000000
3014,75,2,1,1,1,Parand,385000000
3017,90,2,1,1,1,Shahr-e-Ziba,3250000000
3018,48,1,1,0,0,Fallah,800000000
3019,110,2,1,1,1,Niavaran,12100000000
3020,82,2,1,1,1,Jeyhoon,1890000000
3021,44,1,0,0,0,Northern Janatabad,1650000000
3022,58,1,1,1,1,Southern Program Organization,2500000000
3023,117,2,1,1,1,Shahrake Gharb,7200000000
3024,96,2,1,1,1,Shahr-e-Ziba,3000000000
3026,108,2,1,1,1,Shahr-e-Ziba,5100000000
3027,134,2,1,1,1,Mehran,940000000
3028,70,2,1,1,1,East Ferdows Boulevard,2160000000
3029,64,2,1,1,1,Punak,2240000000
3030,56,3,0,1,0,Atabak,900000000
3031,57,1,0,1,0,Amir Bahador,9800000000
3033,55,1,1,1,1,West Ferdows Boulevard,2250000000
3034,43,1,0,1,1,Jeyhoon,900000000
3035,105,2,1,1,1,Shahran,3800000000
3036,41,2,0,0,0,Salsabil,790000000
3037,78,2,1,1,1,Si Metri Ji,1350000000
3038,110,2,1,1,1,Zafar,5700000000
3039,92,2,1,1,1,Punak,4100000000
3040,96,2,1,1,1,Gheitarieh,6175000000
3041,108,2,1,1,1,Persian Gulf Martyrs Lake,3500000000
3042,76,2,0,1,1,Si Metri Ji,1350000000
3043,80,2,1,1,1,Heravi,4300000000
3044,105,2,0,0,0,West Ferdows Boulevard,3150000000
3045,75,1,0,1,0,Golestan,750000000
3046,56,2,1,1,0,Andisheh,515000000
3047,50,1,0,0,0,Azarbaijan,1200000000
3048,40,1,1,1,0,Jeyhoon,830000000
3049,46,1,0,1,1,Jeyhoon,940000000
3050,93,2,1,1,1,Jeyhoon,2600000000
3053,62,1,1,1,0,Narmak,2100000000
3054,100,2,1,1,0,Shahr-e-Ziba,3800000000
3055,150,3,1,1,1,Persian Gulf Martyrs Lake,765000000
3057,50,1,0,1,0,Khavaran,710000000
3058,130,2,1,1,1,Pasdaran,9500000000
3059,69,2,0,1,0,Salsabil,1400000000
3060,66,1,0,1,0,Qarchak,600000000
3061,90,2,1,1,1,Northern Chitgar,690000000
3062,75,2,1,1,1,Heravi,4590000000
3063,58,1,1,1,1,East Ferdows Boulevard,2200000000
3065,97,2,1,0,1,Si Metri Ji,1900000000
3066,98,2,0,1,0,Parand,750000000
3067,73,2,1,1,0,Parand,375000000
3068,35,1,1,1,0,Qasr-od-Dasht,990000000
3069,85,2,1,1,0,Ostad Moein,2000000000
3070,105,2,1,1,1,West Ferdows Boulevard,3500000000
3071,55,1,1,1,0,Southern Program Organization,2050000000
3072,40,1,0,1,1,Komeil,810000000
3074,68,2,0,1,0,Ostad Moein,1500000000
3075,44,1,1,1,1,Khavaran,649000000
3077,68,2,0,0,1,Ostad Moein,1320000000
3078,90,2,1,1,1,North Program Organization,4750000000
3079,73,1,1,1,0,Shahrake Gharb,7500000000
3080,64,2,0,1,0,Shahran,1900000000
3081,82,2,1,1,1,Boloorsazi,1600000000
3082,51,1,0,1,0,Salsabil,850000000
3083,43,1,0,1,1,Beryanak,725000000
3084,65,1,1,1,1,Punak,2340000000
3085,68,1,0,0,0,Heravi,4115000000
3086,65,2,1,0,1,Air force,1750000000
3087,59,1,1,1,1,West Ferdows Boulevard,2000000000
3088,155,3,1,1,1,Gheitarieh,13000000000
3089,58,1,1,1,1,Punak,2350000000
3090,72,2,0,0,0,Parand,380000000
3091,56,1,0,1,0,Khavaran,668000000
3092,90,2,1,1,1,Central Janatabad,3550000000
3093,93,2,1,1,1,Shahran,2880000000
3094,84,2,1,1,1,Shahran,2400000000
3095,107,2,1,1,1,Parand,550000000
3096,150,3,1,1,1,Tajrish,12750000000
3097,120,2,0,0,0,Mehrabad River River,2600000000
3099,87,2,1,0,1,Parand,550000000
3100,76,2,1,1,0,Shahran,1990000000
3101,83,2,1,1,1,Shahran,2980000000
3102,115,2,1,1,1,Central Janatabad,3900000000
3103,115,2,1,1,1,Jordan,6200000000
3104,85,2,1,0,1,Abuzar,2715000000
3105,50,2,0,1,0,Komeil,730000000
3106,123,2,1,1,1,Yousef Abad,7630000000
3108,115,2,1,0,1,Shahrake Qods,950000000
3109,47,1,0,1,0,Qasr-od-Dasht,800000000
3110,40,1,0,1,0,Salsabil,750000000
3112,85,2,0,1,1,Shahrake Qods,850000000
3113,80,2,1,1,1,Jeyhoon,2220000000
3116,85,2,0,0,1,Jeyhoon,1885000000
3117,170,3,1,1,1,Mirdamad,11800000000
3118,71,2,0,1,1,Shahrake Qods,525000000
3119,105,2,1,1,1,Shahrake Qods,920000000
3120,80,1,0,1,1,Shahrake Qods,580000000
3121,95,2,1,1,1,Shahrake Qods,930000000
3122,78,2,1,1,0,Water Organization,2500000000
3123,110,2,1,1,1,Shahran,4070000000
3124,71,2,1,1,1,East Ferdows Boulevard,2950000000
3125,65,1,1,1,1,Saadat Abad,3490000000
3126,88,2,1,1,1,Saadat Abad,5200000000
3127,135,3,1,1,1,Saadat Abad,7500000000
3128,50,1,1,1,0,Si Metri Ji,810000000
3129,42,1,0,1,0,Shoosh,920000000
3130,171,2,0,1,0,Elahieh,11500000000
3133,45,1,0,1,0,Jeyhoon,800000000
3134,55,1,0,1,0,Salsabil,1100000000
3135,72,2,0,1,0,Salsabil,1350000000
3136,72,2,1,1,1,Ostad Moein,1860000000
3137,100,2,1,1,1,Southern Janatabad,5600000000
3139,61,1,0,0,1,Ostad Moein,1180000000
3142,72,2,1,1,1,Jeyhoon,1850000000
3143,98,2,1,1,1,Shahran,4080000000
3144,145,3,1,1,1,Vanak,7900000000
3145,93,2,1,1,1,Saadat Abad,4950000000
3146,125,3,1,1,1,Salsabil,3500000000
3147,60,2,1,1,0,Azarbaijan,1620000000
3148,120,2,1,1,1,Yousef Abad,7200000000
3149,118,2,1,1,1,Northern Chitgar,320000000
3150,89,2,1,1,1,Punak,3000000000
3151,62,1,1,1,1,Komeil,1670000000
3152,80,2,1,1,1,North Program Organization,2950000000
3153,77,2,0,1,1,Azarbaijan,1800000000
3154,72,2,0,0,0,Andisheh,950000000
3155,80,2,1,1,1,East Ferdows Boulevard,2980000000
3156,62,1,1,1,1,Northern Chitgar,875000000
3158,94,2,0,1,0,Fatemi,3100000000
3159,91,2,1,1,1,Parand,465000000
3161,92,2,1,1,1,Shahran,3200000000
3162,71,1,1,1,1,Shahran,2300000000
3163,92,2,1,1,1,Shahr-e-Ziba,3300000000
3165,63,2,0,1,1,Taslihat,1800000000
3166,90,2,1,1,1,Sadeghieh,3300000000
3167,140,3,1,1,1,Kook,1792000000
3168,63,1,1,0,1,Thirteen November,800000000
3169,81,2,1,1,1,West Ferdows Boulevard,3400000000
3171,98,2,1,1,1,Zargandeh,5800000000
3172,84,2,1,1,1,Shahran,2410000000
3173,92,2,1,1,1,Shahran,2900000000
3174,86,2,1,1,1,Shahedshahr,421000000
3175,56,1,1,1,1,Shahran,1890000000
3177,90,2,1,1,1,Northern Chitgar,1315000000
3178,48,1,0,0,0,Hashemi,950000000
3179,80,2,1,1,1,Punak,2800000000
3180,120,2,1,1,1,Railway,1536000000
3181,39,1,1,0,1,Ostad Moein,1170000000
3182,80,2,1,1,1,Jeyhoon,2100000000
3185,90,2,1,1,1,Central Janatabad,3590000000
3186,75,2,0,0,1,Parand,398000000
3187,67,1,1,1,0,Punak,2150000000
3188,72,2,1,1,1,Darakeh,2900000000
3189,93,2,1,1,1,Persian Gulf Martyrs Lake,2300000000
3190,119,2,1,1,1,West Ferdows Boulevard,4950000000
3191,62,2,1,1,1,Punak,2200000000
3194,145,5,0,0,0,Jeyhoon,5000000000
3195,75,2,0,0,0,Parand,395000000
3196,73,2,1,1,0,Aliabad South,850000000
3197,62,2,0,1,0,Punak,2300000000
3198,149,3,1,1,1,Parand,2100000000
3199,68,2,0,1,1,Punak,2050000000
3200,75,2,1,1,0,West Ferdows Boulevard,2480000000
3201,133,5,0,0,0,Jeyhoon,4700000000
3202,63,2,1,1,0,Punak,1880000000
3203,58,1,1,1,1,Pirouzi,500000000
3204,67,1,1,1,1,Jordan,6700000000
3205,70,1,1,1,1,Shahran,2270000000
3206,135,3,1,1,1,Niavaran,9000000000
3207,122,4,1,0,1,Amirabad,2400000000
3208,80,2,1,1,1,Shahran,2590000000
3209,55,1,1,1,1,Punak,2750000000
3210,86,2,1,1,0,Shahran,3100000000
3211,30,0,0,1,0,Ostad Moein,500000000
3212,88,2,1,1,1,Southern Janatabad,4500000000
3214,102,2,1,1,0,ShahrAra,2950000000
3215,97,2,1,1,1,Gheitarieh,6000000000
3216,150,3,1,1,1,Yousef Abad,11000000000
3217,64,1,1,1,0,Alborz Complex,645000000
3219,100,2,1,1,1,Shahran,4200000000
3220,97,2,1,1,1,Shahran,3300000000
3221,80,2,1,1,1,Shahran,3950000000
3222,53,1,0,1,1,Narmak,2300000000
3223,68,2,1,1,1,Ostad Moein,1680000000
3224,105,2,1,1,0,Fatemi,4300000000
3225,70,2,1,1,0,Punak,2300000000
3226,86,2,1,1,1,Central Janatabad,4300000000
3227,62,1,0,1,0,Beryanak,682000000
3228,40,2,0,0,0,Salsabil,830000000
3229,57,1,1,0,1,Karoon,1700000000
3231,40,1,0,1,0,Qasr-od-Dasht,790000000
3232,35,1,1,1,0,Salsabil,780000000
3233,112,2,1,1,1,Gheitarieh,8610000000
3234,140,3,1,1,1,Saadat Abad,8000000000
3235,48,1,0,0,1,Eskandari,1280000000
3238,135,2,1,1,1,Ekhtiarieh,8100000000
3239,45,1,0,1,0,Karoon,880000000
3240,50,1,1,1,0,Azarbaijan,1250000000
3241,61,1,1,1,1,Central Janatabad,2000000000
3242,47,1,1,1,0,Salsabil,1050000000
3244,82,2,0,0,1,Parand,455000000
3245,72,2,0,0,0,Pirouzi,2376000000
3247,44,1,0,1,0,Jeyhoon,945000000
3248,58,1,0,1,0,Azarbaijan,1270000000
3249,127,2,1,1,1,Shahryar,2500000000
3250,124,3,1,1,1,Gheitarieh,7700000000
3251,65,2,1,1,1,Shahran,2350000000
3252,110,2,1,1,1,Gheitarieh,8660000000
3255,75,2,0,0,1,Parand,330000000
3256,130,1,1,1,1,Ostad Moein,1280000000
3257,72,2,0,0,0,Pishva,300000000
3258,101,2,1,1,1,Jordan,5200000000
3259,82,2,1,1,1,Punak,3300000000
3260,150,3,1,1,0,Elahieh,11760000000
3261,48,1,0,0,0,Beryanak,740000000
3263,106,2,1,1,1,Farmanieh,4450000000
3265,125,2,1,1,1,Gheitarieh,1125000000
3266,85,2,1,1,1,Shahr-e-Ziba,2900000000
3268,104,2,0,0,0,Shahran,4080000000
3269,99,2,1,1,1,Shahran,3900000000
3271,98,2,1,1,1,Pardis,650000000
3272,71,2,0,1,1,Shahr-e-Ziba,2150000000
3273,104,2,1,1,1,Persian Gulf Martyrs Lake,3500000000
3274,102,2,1,1,1,Shahran,4000000000
3275,112,2,1,1,1,Shahran,5400000000
3276,80,1,0,1,0,Shahrake Qods,550000000
3277,69,2,1,1,1,Jeyhoon,1700000000
3278,135,3,1,1,1,Saadat Abad,9000000000
3279,44,1,0,1,0,Qasr-od-Dasht,1000000000
3280,80,2,1,1,0,Shahr-e-Ziba,2480000000
3281,80,2,1,1,1,Persian Gulf Martyrs Lake,750000000
3282,60,1,0,0,0,Parand,300000000
3284,108,2,1,1,1,Saadat Abad,8600000000
3285,150,2,1,1,1,Mirdamad,8200000000
3286,78,2,0,0,0,Parand,780000000
3287,77,2,1,1,0,Firoozkooh,470000000
3289,106,2,1,1,1,Golestan,2340000000
3290,135,3,1,1,1,West Pars,5600000000
3291,102,3,0,0,1,Amirabad,4300000000
3292,68,2,1,1,1,Punak,2150000000
3294,77,2,1,1,1,Jeyhoon,1680000000
3296,84,2,0,1,1,Vahidiyeh,588000000
3297,69,1,1,1,1,Shadabad,890000000
3298,55,1,1,1,1,Andisheh,797500000
3299,94,2,1,1,1,West Ferdows Boulevard,4100000000
3300,120,3,1,1,1,Persian Gulf Martyrs Lake,295000000
3301,90,2,1,1,1,Persian Gulf Martyrs Lake,290000000
3303,54,1,0,1,0,Beryanak,760000000
3304,144,3,1,1,1,Gheitarieh,7250000000
3305,80,2,0,0,0,Parand,380000000
3306,110,3,1,1,1,Ozgol,6550000000
3307,55,2,0,1,0,Yousef Abad,2150000000
